sepal_length,sepal_width,petal_length,petal_width,species
0.5333333333333332,0.5714285714285714,0.44444444444444436,0.2,0.0
0.40000000000000036,0.3333333333333333,0.44444444444444436,0.2,0.0
0.2666666666666669,0.42857142857142866,0.3333333333333334,0.2,0.0
0.19999999999999987,0.380952380952381,0.5555555555555556,0.2,0.0
0.4666666666666668,0.6190476190476191,0.44444444444444436,0.2,0.0
0.7333333333333337,0.7619047619047618,0.7777777777777778,0.6000000000000001,0.0
0.19999999999999987,0.5238095238095237,0.44444444444444436,0.39999999999999997,0.0
0.4666666666666668,0.5238095238095237,0.5555555555555556,0.2,0.0
0.06666666666666703,0.2857142857142857,0.44444444444444436,0.2,0.0
0.40000000000000036,0.380952380952381,0.5555555555555556,0.0,0.0
0.7333333333333337,0.6666666666666666,0.5555555555555556,0.2,0.0
0.3333333333333333,0.5238095238095237,0.6666666666666669,0.2,0.0
0.3333333333333333,0.3333333333333333,0.44444444444444436,0.0,0.0
0.0,0.3333333333333333,0.11111111111111122,0.0,0.0
1.0,0.8095238095238094,0.22222222222222218,0.2,0.0
0.9333333333333336,1.0,0.5555555555555556,0.6000000000000001,0.0
0.7333333333333337,0.7619047619047618,0.3333333333333334,0.6000000000000001,0.0
0.5333333333333332,0.5714285714285714,0.44444444444444436,0.39999999999999997,0.0
0.9333333333333336,0.7142857142857141,0.7777777777777778,0.39999999999999997,0.0
0.5333333333333332,0.7142857142857141,0.5555555555555556,0.39999999999999997,0.0
0.7333333333333337,0.5238095238095237,0.7777777777777778,0.2,0.0
0.5333333333333332,0.6666666666666666,0.5555555555555556,0.6000000000000001,0.0
0.19999999999999987,0.6190476190476191,0.0,0.2,0.0
0.5333333333333332,0.47619047619047605,0.7777777777777778,0.8,0.0
0.3333333333333333,0.5238095238095237,1.0,0.2,0.0
0.4666666666666668,0.3333333333333333,0.6666666666666669,0.2,0.0
0.4666666666666668,0.5238095238095237,0.6666666666666669,0.6000000000000001,0.0
0.6000000000000002,0.5714285714285714,0.5555555555555556,0.2,0.0
0.6000000000000002,0.5238095238095237,0.44444444444444436,0.2,0.0
0.2666666666666669,0.42857142857142866,0.6666666666666669,0.2,0.0
0.3333333333333333,0.380952380952381,0.6666666666666669,0.2,0.0
0.7333333333333337,0.5238095238095237,0.5555555555555556,0.6000000000000001,0.0
0.6000000000000002,0.8571428571428569,0.5555555555555556,0.0,0.0
0.8000000000000002,0.9047619047619047,0.44444444444444436,0.2,0.0
0.40000000000000036,0.380952380952381,0.5555555555555556,0.0,0.0
0.4666666666666668,0.42857142857142866,0.22222222222222218,0.2,0.0
0.8000000000000002,0.5714285714285714,0.3333333333333334,0.2,0.0
0.40000000000000036,0.380952380952381,0.5555555555555556,0.0,0.0
0.06666666666666703,0.3333333333333333,0.3333333333333334,0.2,0.0
0.5333333333333332,0.5238095238095237,0.5555555555555556,0.2,0.0
0.4666666666666668,0.5714285714285714,0.3333333333333334,0.39999999999999997,0.0
0.13333333333333344,0.0,0.3333333333333334,0.39999999999999997,0.0
0.06666666666666703,0.42857142857142866,0.3333333333333334,0.2,0.0
0.4666666666666668,0.5714285714285714,0.6666666666666669,1.0,0.0
0.5333333333333332,0.7142857142857141,1.0,0.6000000000000001,0.0
0.3333333333333333,0.3333333333333333,0.44444444444444436,0.39999999999999997,0.0
0.5333333333333332,0.7142857142857141,0.6666666666666669,0.2,0.0
0.19999999999999987,0.42857142857142866,0.44444444444444436,0.2,0.0
0.6666666666666666,0.6666666666666666,0.5555555555555556,0.2,0.0
0.4666666666666668,0.47619047619047605,0.44444444444444436,0.2,0.0
1.0,0.8571428571428573,0.8095238095238098,0.4999999999999999,1.0
0.7142857142857144,0.8571428571428573,0.7142857142857144,0.625,1.0
0.9523809523809526,0.7857142857142858,0.9047619047619051,0.625,1.0
0.2857142857142856,0.21428571428571416,0.4761904761904763,0.37500000000000006,1.0
0.7619047619047619,0.5714285714285713,0.7619047619047619,0.625,1.0
0.38095238095238093,0.5714285714285713,0.7142857142857144,0.37500000000000006,1.0
0.6666666666666665,0.9285714285714285,0.8095238095238098,0.7500000000000001,1.0
0.0,0.28571428571428564,0.1428571428571428,0.0,1.0
0.8095238095238093,0.6428571428571428,0.7619047619047619,0.37500000000000006,1.0
0.1428571428571428,0.5000000000000001,0.4285714285714286,0.4999999999999999,1.0
0.04761904761904746,0.0,0.23809523809523814,0.0,1.0
0.4761904761904763,0.7142857142857143,0.5714285714285716,0.625,1.0
0.5238095238095237,0.142857142857143,0.4761904761904763,0.0,1.0
0.5714285714285712,0.6428571428571428,0.8095238095238098,0.4999999999999999,1.0
0.33333333333333304,0.6428571428571428,0.2857142857142858,0.37500000000000006,1.0
0.8571428571428572,0.7857142857142858,0.666666666666667,0.4999999999999999,1.0
0.33333333333333304,0.7142857142857143,0.7142857142857144,0.625,1.0
0.4285714285714284,0.5000000000000001,0.5238095238095237,0.0,1.0
0.6190476190476191,0.142857142857143,0.7142857142857144,0.625,1.0
0.33333333333333304,0.35714285714285715,0.4285714285714286,0.1250000000000001,1.0
0.4761904761904763,0.8571428571428573,0.8571428571428572,1.0,1.0
0.5714285714285712,0.5714285714285713,0.4761904761904763,0.37500000000000006,1.0
0.6666666666666665,0.35714285714285715,0.9047619047619051,0.625,1.0
0.5714285714285712,0.5714285714285713,0.8095238095238098,0.24999999999999994,1.0
0.7142857142857144,0.6428571428571428,0.6190476190476191,0.37500000000000006,1.0
0.8095238095238093,0.7142857142857143,0.666666666666667,0.4999999999999999,1.0
0.9047619047619047,0.5714285714285713,0.8571428571428572,0.4999999999999999,1.0
0.8571428571428572,0.7142857142857143,0.9523809523809526,0.8749999999999999,1.0
0.5238095238095237,0.6428571428571428,0.7142857142857144,0.625,1.0
0.38095238095238093,0.42857142857142866,0.23809523809523814,0.0,1.0
0.2857142857142856,0.28571428571428564,0.38095238095238093,0.1250000000000001,1.0
0.2857142857142856,0.28571428571428564,0.3333333333333335,0.0,1.0
0.4285714285714284,0.5000000000000001,0.4285714285714286,0.24999999999999994,1.0
0.5238095238095237,0.5000000000000001,1.0,0.7500000000000001,1.0
0.23809523809523814,0.7142857142857143,0.7142857142857144,0.625,1.0
0.5238095238095237,1.0,0.7142857142857144,0.7500000000000001,1.0
0.8571428571428572,0.7857142857142858,0.8095238095238098,0.625,1.0
0.6666666666666665,0.21428571428571416,0.666666666666667,0.37500000000000006,1.0
0.33333333333333304,0.7142857142857143,0.5238095238095237,0.37500000000000006,1.0
0.2857142857142856,0.35714285714285715,0.4761904761904763,0.37500000000000006,1.0
0.2857142857142856,0.42857142857142866,0.666666666666667,0.24999999999999994,1.0
0.5714285714285712,0.7142857142857143,0.7619047619047619,0.4999999999999999,1.0
0.4285714285714284,0.42857142857142866,0.4761904761904763,0.24999999999999994,1.0
0.04761904761904746,0.21428571428571416,0.1428571428571428,0.0,1.0
0.33333333333333304,0.5000000000000001,0.5714285714285716,0.37500000000000006,1.0
0.38095238095238093,0.7142857142857143,0.5714285714285716,0.24999999999999994,1.0
0.38095238095238093,0.6428571428571428,0.5714285714285716,0.37500000000000006,1.0
0.6190476190476191,0.6428571428571428,0.6190476190476191,0.37500000000000006,1.0
0.09523809523809491,0.35714285714285715,0.0,0.1250000000000001,1.0
0.38095238095238093,0.5714285714285713,0.5238095238095237,0.37500000000000006,1.0
0.4666666666666665,0.6874999999999999,0.6249999999999999,1.0,2.0
0.2999999999999998,0.31250000000000006,0.2499999999999998,0.45454545454545453,2.0
0.7333333333333331,0.5,0.5833333333333334,0.6363636363636365,2.0
0.4666666666666665,0.43749999999999994,0.4583333333333331,0.3636363636363637,2.0
0.5333333333333332,0.5,0.5416666666666665,0.7272727272727274,2.0
0.8999999999999998,0.5,0.8749999999999998,0.6363636363636365,2.0
0.0,0.18749999999999992,0.0,0.27272727272727276,2.0
0.7999999999999998,0.43749999999999994,0.7499999999999998,0.3636363636363637,2.0
0.6,0.18749999999999992,0.5416666666666665,0.3636363636363637,2.0
0.7666666666666666,0.8750000000000001,0.6666666666666664,1.0,2.0
0.5333333333333332,0.6250000000000001,0.2499999999999998,0.5454545454545455,2.0
0.5,0.31250000000000006,0.3333333333333332,0.45454545454545453,2.0
0.6333333333333332,0.5,0.41666666666666663,0.6363636363636365,2.0
0.2666666666666666,0.18749999999999992,0.20833333333333331,0.5454545454545455,2.0
0.2999999999999998,0.37499999999999983,0.2499999999999998,0.9090909090909091,2.0
0.5,0.6250000000000001,0.3333333333333332,0.818181818181818,2.0
0.5333333333333332,0.5,0.41666666666666663,0.3636363636363637,2.0
0.9333333333333332,1.0,0.9166666666666666,0.7272727272727274,2.0
0.9333333333333332,0.25,1.0,0.818181818181818,2.0
0.36666666666666653,0.0,0.20833333333333331,0.09090909090909098,2.0
0.6666666666666666,0.6250000000000001,0.5,0.818181818181818,2.0
0.2333333333333331,0.37499999999999983,0.1666666666666668,0.5454545454545455,2.0
0.9333333333333332,0.37499999999999983,0.9166666666666666,0.5454545454545455,2.0
0.4666666666666665,0.31250000000000006,0.1666666666666668,0.3636363636363637,2.0
0.6,0.6874999999999999,0.5,0.6363636363636365,2.0
0.7666666666666666,0.6250000000000001,0.6249999999999999,0.3636363636363637,2.0
0.4333333333333333,0.37499999999999983,0.1249999999999999,0.3636363636363637,2.0
0.39999999999999974,0.5,0.1666666666666668,0.3636363636363637,2.0
0.5,0.37499999999999983,0.4583333333333331,0.6363636363636365,2.0
0.7666666666666666,0.5,0.5416666666666665,0.18181818181818196,2.0
0.8333333333333334,0.37499999999999983,0.6666666666666664,0.45454545454545453,2.0
1.0,1.0,0.7916666666666667,0.5454545454545455,2.0
0.5,0.37499999999999983,0.4583333333333331,0.7272727272727274,2.0
0.4666666666666665,0.37499999999999983,0.2499999999999998,0.09090909090909098,2.0
0.39999999999999974,0.25,0.4583333333333331,0.0,2.0
0.9333333333333332,0.5,0.6666666666666664,0.818181818181818,2.0
0.4666666666666665,0.75,0.4583333333333331,0.9090909090909091,2.0
0.5,0.5625000000000001,0.41666666666666663,0.3636363636363637,2.0
0.36666666666666653,0.5,0.1249999999999999,0.3636363636363637,2.0
0.6666666666666666,0.5625000000000001,0.3750000000000001,0.6363636363636365,2.0
0.6,0.5625000000000001,0.4583333333333331,0.9090909090909091,2.0
0.6666666666666666,0.5625000000000001,0.2499999999999998,0.818181818181818,2.0
0.2999999999999998,0.31250000000000006,0.2499999999999998,0.45454545454545453,2.0
0.6333333333333332,0.6250000000000001,0.5833333333333334,0.818181818181818,2.0
0.6,0.6874999999999999,0.5,1.0,2.0
0.6,0.5,0.2916666666666667,0.818181818181818,2.0
0.4666666666666665,0.18749999999999992,0.20833333333333331,0.45454545454545453,2.0
0.5333333333333332,0.5,0.2916666666666667,0.5454545454545455,2.0
0.4333333333333333,0.75,0.3750000000000001,0.818181818181818,2.0
0.3333333333333333,0.5,0.2499999999999998,0.3636363636363637,2.0
